SiteID,ValidNode,SiteType,SiteName.x,SiteDescription.x,SiteTypeName.x,RKM.x,RKMTotal.x,Latitude.x,Longitude.x,path,Area.x,Branch,Site type,Purpose,Operational_Assessment,Original_Fasttrack,Data_Steward,O&M,Funding,ConfigID,Area.y,Model_Branch,branch num,PATH,SiteName.y,SiteTypeName.y,Interrogation Site Subbasin Code,SubBasin Name,RKM.y,RKMTotal.y,AntennaGroup,SiteDescription.y,Latitude.y,Longitude.y,Data Steward Name,Steward Email,Steward Phone,Steward Organization,Steelhead_TRT_POPID,Steelhead_POP_NAME,Steelhead_ESU_DPS,Steelhead_MPG,Chinook_TRT_POPID,Chinook_POP_NAME,Chinook_ESU_DPS,Chinook_MPG
WRU,NA,INT,Upper Wind River (WA) rkm 30,"An instream interrogation system on the Wind River, WA. In its original configuration the site was located at river kilometer 30 near the FR3065 bridge over the Wind River and had 6 antennas in two arrays. After a flood event in December 2015 damaged all but one of the antennas, the site operated sporadically until it was relocated in October 2016 to a location 2 km downstream of its original location and reinstalled with three 20ft antennas. In September 2017, a 2nd array of three antennas was added to the site.",Instream Remote Detection System,251.028,279,45.863379,-121.967782,GRA.Below_GRA.Below_GRA_Other.WRU,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSH,NA,INT,Warm Springs Hatchery,"Originally installed in 2008 with two antennas powered by an FS1001M multiplexor, this site monitors the adult fishway at Warm Springs National Fish Hatchery. In April 2018, the mux was replaced with an IS1001 master controller and dual detection mode was enabled. In June 2018, a third antenna was added to the site to monitor the lamprey passage system.",Hatchery Returns,328.135.016,479,44.86072928,-121.2451228,GRA.Below_GRA.Below_GRA_Other.WSH,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSR,NA,INT,Warm Springs River PIT Array,"The Warm Springs River PIT tag array is a ninety foot array, consisting of four 20-foot and one 10-foot flat panel array installed end-to-end across the entire river channel. The array was installed during the week of August 4, 2014 by BIOMARK and CTWSRO personnel. The array is powered by a propane fueled thermo-electric generator.",Instream Remote Detection System,328.135.001,464,44.85975248,-121.0683483,GRA.Below_GRA.Below_GRA_Other.WSR,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WTL,NA,INT,"White River, Wenatchee Basin","WTL is a permanent instream PIT tag interrogation site at RKM 2.88 on the White River.  The site consists of two rows of antennas, with each row spanning the wetted width of the channel during base flows.  Each row consists of six 20-foot PVC antennas, installed in flat-plate configuration.  Each antenna is powered by a Biomark IS1001 (ACN) and the ACNs are connected to a Biomark IS1001-MC (MTS).  The antennas were built and installed by WDFW.  The site is powered by a thermoelectric generator.  WTL has remote communication abilities provided by a cellular modem and Campbell Scientific CR1000 datalogger.  A submersible pressure transducer and temperature probe sensors are also installed to provide environmental condition data collection.",Instream Remote Detection System,754.090.003,847,47.84551222,-120.8340743,GRA.Below_GRA.Below_GRA_Other.WTL,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WW1,NA,INT,Harris Bridge S F Walla Walla,The WW1 PIT interrogation site is located on the South Fork Walla Walla River approximately 13 kilometers upstream from the confluence with the North Fork Walla Walla River. The site consists of two pass over HDPE antennas that overlap to cover the full wetted width of the river. A IS1001 Master Controller and two IS1001 nodes are powered by a hardline source.,Instream Remote Detection System,509.081.013,603,45.83675983,-118.1826026,GRA.Below_GRA.Below_GRA_Other.WW1,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WW2,NA,INT,SF Walla Walla at Bear Creek,The WW2 PIT interrogation site is located on the South Fork Walla Walla River approximately 21 kilometers upstream from the confluence with the North Fork Walla Walla River. The site consists of two pass over HDPE antennas that overlap to cover the full wetted width of the river immediately upstream from the Bear Creek confluence. A IS1001 Master Controller and two IS1001 nodes are powered by a thermoelectric generator.,Instream Remote Detection System,509.081.021,611,45.84416982,-118.1046909,GRA.Below_GRA.Below_GRA_Other.WW2,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y1J,NA,INT,YAKIMA RIVER TRAP JUVENILE,Yakima River Smolt Trap at Van Giesen Bridge,Instream Juvenile Fish Trap,539.014,553,46.297356,-119.3333,GRA.Below_GRA.Below_GRA_Other.Y1J,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YFK,NA,INT,Yankee Fork Salmon River,"Theis is a permanent instream PIT tag detection site consisting of four Biomark 20ft stout pass-by antennas connected to an enclosure pole. The antennas are arranged in two arrays about 10 meters apart. The equipment is linked to direct power and communications are provided by direct phone line. Water depth, water temperature, and air temperature probes are also installed. The site is located 3.14 river kilometers upstream from the confluence with the Salmon River at an elevation of 1855m. The site is characterized as a B-type channel with 2-4 percent grade, a B-type streambed, and a 2-3 (boulder:cobble) stream type. Primary vegetation at the site includes alders, willows, and conifers.",Instream Remote Detection System,522.303.591.003,1419,44.28773709,-114.7204533,GRA.Salmon.Upper_Salmon.USE.USI.YFK,Salmon,Upper_Salmon,INT,Adult Est.,No,No,SHOBAN,SHOBAN,Unknown,100,Upper Salmon,Yankee Fork,26,GRA USE USI YFKB0 YFKA0,Yankee Fork Salmon River,Instream Remote Detection System,17060201,Upper Salmon,522.303.591.003,1419,UPSTREAM ARRAY,"Theis is a permanent instream PIT tag detection site consisting of four Biomark 20ft stout pass-by antennas connected to an enclosure pole. The antennas are arranged in two arrays about 10 meters apart. The equipment is linked to direct power and communications are provided by direct phone line. Water depth, water temperature, and air temperature probes are also installed. The site is located 3.14 river kilometers upstream from the confluence with the Salmon River at an elevation of 1855m. The site is characterized as a B-type channel with 2-4 percent grade, a B-type streambed, and a 2-3 (boulder:cobble) stream type. Primary vegetation at the site includes alders, willows, and conifers.",44.28773709,-114.7204533,Lytle Denny,ldenny@sbtribes.com,(208) 239-4560,SHOBAN,NA,NA,NA,NA,SRYFS,Yankee Fork,Snake River Spring/Summer-run Chinook Salmon ESU,Upper Salmon River
YHC,NA,INT,Yellowhawk Creek,"Currently, monitoring Yellowhawk Creek for PIT tags consists of a single pass through antenna that spans the stream width.  The antenna is located just downstream of the Second Division Works (Garrison Creek Diversion) at the Army Corps of Engineers Mill Creek Project.  The site is powered by hardline and utilizes a 1001A transceiver connected to a laptop running MiniMon Ver1.7.0 with automatic upload capabilities. From 2007 - 2012, the site had a second antenna (B1) located downstream from the current antenna, near Walla Walla High School (46.043558, -118.320073).",Instream Remote Detection System,509.063.013,585,46.07497925,-118.2737827,GRA.Below_GRA.Below_GRA_Other.YHC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YPP,NA,INT,Yellow Pine Pit Lake,"Site is located roughly 300ft downstream from the outlet of Yellow Pine Pit Lake in the Stibnite mine on the East Fork of the Southfork Salmon River. The closest major landmark is the town of Yellow Pine, ID which is roughly 11 miles downstream from the site. The site consists of (1) Biomark IS1001MC and (2) Biomark 15ft HDPE Antennas, power to the site is from a Thermo Electric Generator running on propane, with no remote communications.",Instream Remote Detection System,522.303.215.060.042,1142,44.928995,-115.333883,GRA.Salmon.SF_Salmon.SFG.ESS.YPP,Salmon,SF_Salmon,NEW,Adult/Juvenile,No,No,MGS,MGS,MGS,NA,SFSR,SF Salmon,NA,NA,Yellow Pine Pit Lake,Instream Remote Detection System,17060208,South Fork Salmon,522.303.215.060.042,1142,NA,"Site is located roughly 300ft downstream from the outlet of Yellow Pine Pit Lake in the Stibnite mine on the East Fork of the Southfork Salmon River. The closest major landmark is the town of Yellow Pine, ID which is roughly 11 miles downstream from the site. The site consists of (1) Biomark IS1001MC and (2) Biomark 15ft HDPE Antennas, power to the site is from a Thermo Electric Generator running on propane, with no remote communications.",44.928995,'-115.333883,Kyle Fend,fend@midasgoldinc.com,(208) 866-8579,MGS,SFMAI-s,South Fork Salmon River,Snake River Basin Steelhead DPS,Salmon River,SFEFS,East Fork South Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,South Fork Salmon River
ZEN,NA,INT,Secesh River at Zena Cr. Ranch,"This is an in-stream interrogation system consisting of two separate antenna arrays, 130 meters apart, near the Zena Creek Ranch.  The upstream and downstream arrays consist of four flat plate antennas each, spanning 24 meters (80 ft.) across the low-water channel.",Instream Remote Detection System,522.303.215.059.003,1102,45.0333,-115.73302,GRA.Salmon.SF_Salmon.SFG.ZEN,Salmon,SF_Salmon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZSL,NA,INT,Zosel Dam Combined,"Zosel Dam is located at Okanogan River km 132, approximately 3 km downstream from the outlet of Lake Osoyoos in the town of Oroville, Washington. The dam has two fish ladders and four spillbays.  PIT tag detection was established at the dam by attaching antennas to the downstream faces of two weirs in each fish ladder. Each weir has a single vertical slot that is approximately 16 in. wide and 120 in. high.  Few juveniles use the fish ladder and, at high water, adults can also bypass the fish ladders by swimming through the spillbays.  To detect fish passing through the spillbays, in April, 2015 a 10ft x 4ft floating antenna was added in the west-most spillbay and, on March 16, 2016, a similar antenna was added to the east-most spillbay.   These antennas are placed in the middle of the spillbays which are approximately 20ft wide.",Combined Dam Location; separate detections of upstream and downstream migrants.,858.132,990,48.93349902,-119.4198115,GRA.Below_GRA.Below_GRA_Other.ZSL,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RFA,NA,INT,REDFISH LK CR TRAP JUVENILE A,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RFB,NA,INT,REDFISH LK CR TRAP JUVENILE B,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRB,NA,INT,Tucannon Railroad Bridge,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TST,NA,INT,Test Site,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WE1,NA,INT,WELLS LEFT LADDER TEMPORARY,NA,NA,NA,0,NA,NA,GRA.Below_GRA.Below_GRA_Other.WE1,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WE2,NA,INT,WELLS RIGHT LADDER TEMPORARY,NA,NA,NA,0,NA,NA,GRA.Below_GRA.Below_GRA_Other.WE2,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15MILC,NA,MRR,"Fifteen Mile Creek, near The Dalles, Oregon",NA,River,309,309,45.48169037,-121.075606,GRA.Below_GRA.Below_GRA_Other.15MILC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1890SC,NA,MRR,1890s Side Channel Methow River,NA,River,843.067,910,48.37819,-120.133113,GRA.Below_GRA.Below_GRA_Other.1890SC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18MILC,NA,MRR,"Eighteenmile Creek, Lemhi River Basin",NA,River,522.303.416.092,1333,44.52558537,-113.2368515,GRA.Salmon.Lemhi.LLR.LRW.18M.18MILC,Salmon,Lemhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21MILC,NA,MRR,Twentyone Mile Creek - tributary to Sanpoil River,NA,River,981.065,1046,48.39833891,-118.6557552,GRA.Below_GRA.Below_GRA_Other.21MILC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30MILC,NA,MRR,Thirtymile Creek - tributary to Sanpoil River,NA,River,981.045,1026,48.2968637,-118.6417662,GRA.Below_GRA.Below_GRA_Other.30MILC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30ML2C,NA,MRR,Thirtymile Creek - tributary to John Day River,NA,River,351.134,485,45.16800756,-120.182924,GRA.Below_GRA.Below_GRA_Other.30ML2C,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3LINKC,NA,MRR,Three Links Creek,NA,River,522.224.120.037.051,954,46.17477471,-115.1074761,GRA.Clearwater.Selway.SW1.SW2.3LINKC,Clearwater,Selway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3MILC,NA,MRR,Threemile Creek - Upper Columbia,NA,River,1025,1025,47.93797314,-118.3719372,GRA.Below_GRA.Below_GRA_Other.3MILC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3MILIS,NA,MRR,Three Mile Canyon Island (Col. R. below Blalock Island),NA,Avian Colony,412,412,45.81644278,-119.965329,GRA.Below_GRA.Below_GRA_Other.3MILIS,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4JUL2C,NA,MRR,Fourth Of July Creek - tributary to Salmon River,NA,River,522.303.385,1210,45.4098461,-113.8600496,GRA.Salmon.Salmon_Other.4JUL2C,Salmon,Salmon_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4JULYC,NA,MRR,Fourth of July Creek,NA,River,522.303.630,1455,44.04934504,-114.7260511,GRA.Salmon.Upper_Salmon.USE.USI.STL.SAWT.4JULYC,Salmon,Upper_Salmon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9MILEC,NA,MRR,Ninemile Creek (tributary to Okanogan River),NA,River,858.134,992,48.97871132,-119.3544224,GRA.Below_GRA.Below_GRA_Other.9MILEC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABEH,NA,MRR,Abernathy SCTC,NA,Hatchery,087.005,92,46.22634,-123.14889,GRA.Below_GRA.Below_GRA_Other.ABEH,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABERC,NA,MRR,"Abernathy Creek, Lower Columbia River, Washington",NA,River,087,87,46.25604959,-123.1704555,GRA.Below_GRA.Below_GRA_Other.ABERC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AENEAC,NA,MRR,Aeneas Creek - tributary to Okanogan River,NA,River,858.086,944,48.67569555,-119.5486733,GRA.Below_GRA.Below_GRA_Other.AENEAC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AGNCYC,NA,MRR,"Agency Creek, Lemhi River Basin",NA,River,522.303.416.039,1280,44.95761234,-113.5449087,GRA.Salmon.Lemhi.LLR.AGC.AGNCYC,Salmon,Lemhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AHSH,NA,MRR,Astoria High School Hatchery,NA,Hatchery,*,0,46.17622,-123.84848,GRA.Below_GRA.Below_GRA_Other.AHSH,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AHTANC,NA,MRR,"Ahtanum Creek, Yakima River",NA,River,539.172,711,46.53510706,-120.6390689,GRA.Below_GRA.Below_GRA_Other.AHTANC,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AHTANF,NA,MRR,North Fork Ahtanum Creek - Tributary to Ahtanum Creek,NA,River,539.172.037,748,46.517683,-121.016108,GRA.Below_GRA.Below_GRA_Other.AHTANF,Below_GRA,Below_GRA_Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
